id,budget,popularity,runtime,revenue,month,day,year
554,0,4.769347,96.0,11081586,3,5,1993
555,14500000,9.298092,108.0,95789342,5,26,2001
556,0,4.854436,90.0,600000,4,9,1932
557,0,0.239993,112.0,4878242,3,6,2014
558,8500000,5.590678,96.0,22456509,9,27,2013
559,23000000,7.528276,106.0,46152411,2,26,2016
560,2700000,10.246132,118.0,37799643,10,17,1979
561,0,1.282833,98.0,16136,10,5,2007
562,0,12.34835,96.0,1600000,8,23,2013
563,75000000,11.134888,99.0,196482882,2,13,2004
564,20000000,8.066726,100.0,36606743,10,2,2015
565,0,0.699668,120.0,930349,11,9,1984
566,0,3.939557,101.0,81010,11,27,2009
567,12000000,4.73816,167.0,7900000,10,23,1960
568,40000000,6.322435,91.0,36893721,1,26,2012
569,12000000,10.159713,100.0,17768012,4,20,2017
570,18000000,4.29831,118.0,3900000,6,13,1986
571,5000000,17.656951,113.0,82719885,10,31,2002
572,7000000,11.00913,89.0,16829545,4,11,2003
573,80000000,9.554067,117.0,74901339,1,29,2010
574,1000000,3.374229,97.0,10013424,4,21,2001
575,35000000,10.754139,123.0,211952420,9,14,2016
576,0,12.50303,130.0,20710451,12,19,1990
577,16000000,8.899418,96.0,48878502,8,24,1990
578,0,8.665106,86.0,7800000,2,1,2017
579,16000000,14.906621,114.0,12434778,6,29,2012
580,0,1.033927,88.0,88,11,9,1948
581,0,2.858879,82.0,8033397,7,25,1986
582,0,6.785735,116.0,461162,10,17,2014
583,20000000,9.351557,135.0,4001121,10,1,2007
584,19000000,15.339153,108.0,25836616,1,19,1996
585,0,0.773954,116.0,1083282,11,25,1987
586,10400000,8.792104,161.0,310000000,12,23,2016
587,1500000,0.446454,162.0,4400000,11,12,2015
588,40000000,0.75571,107.0,312242626,12,23,2016
589,90000,0.837849,72.0,5000000,10,1,1958
590,28000000,5.01752,134.0,5684789,12,25,1997
591,0,0.218263,94.0,9016377,5,12,1999
592,0,0.402368,0.0,234748,12,4,2003
593,6000000,7.903956,109.0,44703995,9,7,2008
594,3000000,11.30324,108.0,11176469,4,5,2013
595,0,11.971318,97.0,32648673,3,31,1995
596,0,1.985348,88.0,214000,1,7,2013
597,8000000,10.434018,120.0,21028755,11,12,1982
598,8000000,5.320117,102.0,100523181,7,26,2006
599,13000000,5.169999,110.0,1151330,11,16,2006
600,35000000,13.542675,112.0,42930462,2,21,2013
601,15000000,20.301019,110.0,356830601,5,16,1986
602,12000000,7.607052,100.0,60273173,9,11,2015
603,65000000,10.90061,132.0,117487473,5,11,2001
604,16000000,12.069966,97.0,53478166,3,30,1999
605,5500000,6.389326,109.0,26414658,12,21,1977
606,100000,5.113205,193.0,11000000,2,8,2015
607,0,10.475435,141.0,228984,12,24,2014
608,0,1.373641,88.0,429766,4,29,2011
609,700000,2.819298,77.0,31576,2,8,2007
610,0,5.121309,71.0,273644,1,1,1997
611,12000000,7.075534,82.0,3769990,8,14,1987
612,8575000,16.727405,145.0,1983204,6,1,2016
613,5000000,10.737565,101.0,8203235,2,9,2004
614,17000000,5.924226,95.0,16980098,1,23,2004
615,6000000,8.522673,158.0,28900000,4,27,1961
616,0,3.936673,110.0,1107542,10,17,2008
617,0,0.318437,95.0,170000,10,10,2010
618,35000000,10.378902,94.0,117270765,6,23,1993
619,4500000,14.658885,90.0,27092880,8,13,1982
620,0,5.472431,188.0,4971340,12,17,1982
621,70000000,10.876463,105.0,177841558,9,24,1999
622,0,7.559298,120.0,837000,11,5,2004
623,10000000,10.754997,109.0,4073489,9,30,2016
624,85000000,9.434006,130.0,137298489,6,18,1993
625,22000000,8.473369,84.0,84772742,6,1,2001
626,15000000,14.319743,212.0,146900000,12,26,1959
627,0,4.379054,112.0,5632086,3,5,1993
628,16000000,5.127876,142.0,29251596,4,15,2016
629,6000000,7.873407,116.0,6174491,11,4,2016
630,0,0.897413,116.0,12413650,8,28,1998
631,16000000,12.646518,126.0,109502303,10,22,2004
632,10000000,4.127728,125.0,1500000,10,29,1970
633,15000000,6.600651,110.0,30102717,7,31,1991
634,100000000,19.382082,106.0,330579719,6,29,2005
635,0,8.3539,106.0,44527234,2,7,1968
636,27000000,14.225919,102.0,20158808,4,5,1984
637,0,2.081712,107.0,36565280,8,7,1981
638,23000000,7.667579,98.0,150816700,2,14,2008
639,300000,1.023164,105.0,1400000,2,5,1981
640,6,11.179864,122.0,8,9,6,2000
641,50000000,5.716009,146.0,73956241,9,17,1999
642,50000000,10.337994,95.0,97437106,10,1,2014
643,39000000,7.830087,116.0,288752301,6,28,1988
644,13000000,2.326115,84.0,8026971,5,8,1998
645,0,7.843562,143.0,55240,10,9,1952
646,5000000,9.649312,113.0,1000000,6,3,2010
647,50000000,5.768575,128.0,94000000,11,23,2005
648,9000000,14.304205,98.0,2500000,10,10,1968
649,0,5.682778,130.0,16300000,5,15,1944
650,30000000,11.766244,85.0,192452832,9,4,2005
651,16500000,10.673167,136.0,135000000,12,13,1995
652,5000000,5.839893,107.0,12232628,4,14,1983
653,0,2.805298,101.0,49501,9,3,1998
654,20000,3.111281,111.0,99000,11,6,1997
655,2600000,8.623982,92.0,553198,9,20,2007
656,25000000,7.438934,97.0,22200000,10,1,1994
657,11500000,6.514592,99.0,20079850,2,18,1994
658,0,11.959887,106.0,13000000,8,7,1985
659,13000000,8.378149,161.0,754249,5,5,2009
660,7500000,19.561767,93.0,8135031,3,10,2012
661,54000000,20.214422,132.0,132511035,3,15,2006
662,5500000,4.711231,116.0,10016934,9,4,2012
663,15000000,14.511442,111.0,16633035,9,13,2009
664,0,6.76513,88.0,18112929,5,24,2012
665,0,1.073743,85.0,70,9,23,1994
666,0,4.118699,98.0,10,3,14,2010
667,250000000,20.644776,161.0,958400000,12,11,2013
668,0,4.250364,118.0,340911,9,7,2013
669,6300000,4.38806,101.0,419953,2,12,2012
670,0,8.387519,106.0,76578911,2,10,1995
671,2650000,4.471515,147.0,3100000,7,3,1962
672,6400000,1.82294,151.0,5900000,9,24,2010
673,6000000,7.510159,107.0,3485127,3,13,2014
674,4200000,8.233168,114.0,38376497,8,10,1984
675,135000000,13.89018,121.0,76932943,7,28,2005
676,10000000,5.024459,77.0,11411644,7,3,2002
677,28000000,13.570264,103.0,60700000,7,17,2013
678,25000000,3.643468,117.0,777423,9,11,1998
679,0,7.174869,106.0,1296937,2,3,2011
680,2500000,5.490505,106.0,8750000,8,3,1955
681,125000000,15.049695,124.0,544272402,5,26,2004
682,25000000,11.109932,99.0,11000000,5,30,1986
683,0,9.861672,107.0,46405336,9,29,1993
684,26000000,13.003122,91.0,183293131,1,15,2009
685,160000000,287.253654,129.0,1262886337,3,16,2017
686,1271000,7.441117,81.0,3788000,1,7,1955
687,40000000,16.453573,114.0,86234523,8,17,2016
688,0,11.966566,80.0,1382462,9,14,1990
689,0,4.352904,122.0,11294,1,30,2013
690,113000000,13.165421,140.0,850000000,5,17,2005
691,0,4.074783,104.0,6000000,12,23,1960
692,35000000,5.370818,102.0,11560806,9,5,2003
693,30000000,8.587129,108.0,180622424,9,26,2002
694,5000000,13.524048,112.0,2450846,10,9,2014
695,0,13.235179,97.0,5979292,4,29,1983
696,1,1.280455,132.0,2,8,15,2003
697,0,11.950477,108.0,20000000,10,1,1992
698,12000000,17.788579,94.0,265452,9,14,2013
699,6000000,11.732546,137.0,9077700,9,11,2015
700,40000000,9.420931,102.0,124827316,1,14,2016
701,25000000,7.409179,94.0,38748395,12,19,1986
702,5000000,15.021058,94.0,98450062,9,10,2015
703,11000000,18.344227,95.0,235483004,7,9,1999
704,2053648,2.691433,102.0,500000,10,22,1999
705,85000000,11.057536,167.0,59908565,12,11,2006
706,1000000,17.911314,112.0,36764313,8,1,1954
707,1200000,2.017413,113.0,14363400,5,18,1978
708,0,9.197511,90.0,13769,2,7,2014
709,90000000,14.753545,127.0,206172544,8,4,2014
710,3000000,6.409512,146.0,10400000,6,19,1960
711,0,14.331454,100.0,9504139,6,6,2011
712,0,1.893822,112.0,4385312,12,26,1984
713,40000000,13.876881,120.0,120455994,2,17,2006
714,80000000,14.987902,132.0,10166502,8,12,2005
715,9250000,2.132964,125.0,29174648,11,7,1979
716,22000000,6.303785,108.0,24188922,5,20,2010
717,0,11.449373,89.0,17953778,3,12,1993
718,27000000,1.408176,132.0,14683921,4,15,1992
719,0,7.477944,76.0,32710894,4,10,1992
720,0,7.328242,95.0,190000,9,9,2014
721,0,9.488593,95.0,4469460,8,2,1986
722,800000,7.137026,94.0,62852,1,17,2003
723,0,5.007836,99.0,7399763,11,18,1988
724,11000000,4.08938,100.0,1044824,9,10,1993
725,50000000,30.121292,130.0,709827462,3,15,2009
726,50000000,16.838145,114.0,71561644,3,11,2015
727,0,4.912681,105.0,4129250,3,8,2012
728,30000000,9.058516,129.0,219076518,6,1,2007
729,14000000,0.825638,112.0,16656125,6,19,1980
730,103000000,8.18534,102.0,500188435,3,19,2014
731,0,9.661817,97.0,1999955,5,15,1991
732,4000000,5.032469,108.0,56666667,12,11,1967
733,0,8.328596,104.0,11220670,5,31,1994
734,4000000,6.314697,121.0,1954937,3,29,2002
735,150000000,26.024868,108.0,1023784195,2,11,2016
736,40000000,12.337898,89.0,58662452,7,16,1992
737,8250000,11.840985,171.0,30000000,11,8,1951
738,8000000,1.194377,91.0,1893139,4,22,1988
739,40000000,14.384554,134.0,37279439,9,15,2016
740,40000000,15.010525,124.0,158733820,4,1,2005
741,0,6.617717,86.0,2692037,8,17,1989
742,0,0.000578,92.0,402539,11,15,1991
743,967686,11.934045,101.0,4270000,5,7,2010
744,35000000,10.794556,92.0,39340177,4,2,2010
745,12000000,15.297121,96.0,78868508,12,7,1982
746,14000000,11.090265,112.0,19777647,5,22,2007
747,50000,11.329733,103.0,249905,2,22,2007
748,6000000,9.023686,96.0,11122090,8,26,2015
749,0,4.725759,91.0,34153101,11,9,2012
750,25000000,7.257679,107.0,84565230,4,9,1999
751,30000000,6.734065,103.0,50451307,4,6,2005
752,50000000,9.91556,92.0,113244290,1,24,2008
753,0,0.358968,100.0,21350,10,21,1998
754,4500000,11.578578,104.0,58853106,7,5,1980
755,6000000,10.505387,97.0,10409377,4,21,1999
756,0,2.340967,96.0,6000000,2,13,1981
757,0,6.188664,103.0,194720,6,24,1993
758,80000000,7.210383,88.0,163733697,11,26,2008
759,0,6.117335,99.0,24134,9,3,2015
760,23000000,9.604552,124.0,29541790,8,31,2007
761,6500000,9.369527,92.0,24793509,9,5,2005
762,15000000,7.844705,95.0,59209,5,2,2014
763,2000000,9.02255,137.0,70000000,3,15,2006
764,200000000,26.114917,116.0,531865000,6,20,2013
765,0,2.132858,115.0,8800000,3,3,1989
766,105000000,7.291872,114.0,133718711,12,3,2015
767,40000000,6.159379,107.0,24719215,2,2,2012
768,20000000,16.205105,113.0,121463226,8,17,2007
769,0,6.15698,98.0,2262223,2,7,2014
770,16000000,2.549325,105.0,4192440,12,24,1988
771,50000000,10.223582,139.0,25035950,6,24,2016
772,9000000,2.089842,135.0,18130000,8,14,2009
773,0,5.063701,110.0,5926128,4,4,1997
774,0,0.001272,75.0,48752,10,6,2000
775,0,14.67986,97.0,3317662,3,12,2010
776,0,2.92387,40.0,7732325,4,8,2011
777,130000000,9.566135,165.0,49554002,11,18,2008
778,150000000,15.884744,103.0,331957105,12,16,2016
779,22500000,18.908782,116.0,29252978,11,4,2016
780,0,12.553657,112.0,55447968,2,8,2008
781,5000000,8.645067,87.0,3305592,1,20,2017
782,13000000,4.654312,123.0,1646788,2,5,2016
783,40000000,13.689855,108.0,332000000,11,20,1989
784,0,4.582718,105.0,22697691,7,10,1992
785,0,2.614785,90.0,12416686,9,10,1993
786,2500000,2.296734,95.0,764083,1,10,1993
787,19000000,8.385361,95.0,70067909,7,10,2004
788,1601792,2.329513,96.0,253527,5,15,2005
789,0,3.457153,89.0,2334228,1,25,2015
790,94000000,6.587711,145.0,95311434,12,15,2011
791,1300000,5.184013,99.0,72266306,1,15,1971
792,40000000,17.496832,83.0,222300000,11,17,1989
793,13000000,10.890236,83.0,73180723,12,15,2000
794,40000000,2.947411,93.0,10959475,11,27,2002
795,25000000,14.141837,116.0,93617009,12,17,2010
796,13000000,24.515462,90.0,20560255,8,30,1991
797,8,4.222195,133.0,33579813,8,4,2005
798,0,5.159349,102.0,4631,4,19,2015
799,0,3.215954,89.0,66456,3,31,2009
800,110000000,16.747793,117.0,177238796,6,10,2010
801,5000000,8.585856,108.0,58978653,7,30,2015
802,3000000,12.822085,94.0,14016568,5,27,2016
803,7000000,3.18614,108.0,453079,8,1,2010
804,15000000,11.179855,83.0,32056467,11,8,1973
805,20000000,10.605851,72.0,135680000,2,7,2003
806,14000000,11.535478,119.0,13551174,3,2,2012
807,3000000,7.351028,100.0,18492362,1,18,2001
808,0,4.433261,150.0,138730,9,23,2011
809,0,13.567726,90.0,32846,7,5,2013
810,75000000,18.311054,121.0,220021259,10,13,2016
811,42000000,9.874043,124.0,363889678,5,13,1999
812,0,5.50751,113.0,1400000,8,16,1985
813,33000000,11.840557,98.0,244386864,9,18,1998
814,15000000,3.94159,95.0,21000000,10,20,2006
815,50000000,12.229381,97.0,42277365,8,9,1996
816,32000000,11.119707,96.0,60740827,9,23,2005
817,12000000,9.592265,92.0,41205099,2,16,1996
818,100000,1.522753,90.0,22000000,8,1,1972
819,0,14.307672,92.0,233755553,12,17,2015
820,1000000,2.678923,107.0,2402459,11,23,2001
821,4000000,5.350658,99.0,9221,9,2,2013
822,886000,6.507597,103.0,2600000,8,27,1936
823,50000000,9.082538,107.0,170128460,10,15,2004
824,0,9.555852,81.0,1250000,3,7,1962
825,110000000,8.555544,76.0,103951461,4,2,2004
826,2700000,7.048957,80.0,15992615,2,10,2004
827,3860000,8.959821,130.0,64076736,1,8,2013
828,10000000,3.759301,89.0,150000000,7,10,2015
829,54000000,11.415316,121.0,7266209,8,1,2003
830,500000,0.892007,78.0,11276,1,1,2009
831,6000000,2.447359,139.0,161000000,12,16,1976
832,12000000,8.032616,110.0,3148182,11,19,2008
833,150000000,28.505341,140.0,374218673,6,10,2005
834,14500000,5.892859,82.0,65497208,1,29,2003
835,30000000,10.778028,98.0,36160375,6,30,2011
836,0,0.91273,91.0,1305887,3,8,1990
837,0,8.870325,100.0,21520719,5,14,2010
838,150000000,29.36178,120.0,378858340,5,13,2015
839,0,7.464981,126.0,16803753,8,31,2006
840,4000000,5.296777,86.0,9797098,4,8,1988
841,10721568,1.68625,122.0,2978994,2,19,2016
842,0,4.581577,97.0,11449638,8,18,2006
843,0,0.727837,104.0,369975,4,20,2000
844,20000000,5.219667,85.0,27187375,7,18,2013
845,355000,7.503126,72.0,1012189,2,12,1931
846,54000000,17.185349,162.0,136766062,12,24,1990
847,20000000,16.01076,120.0,7227038,12,22,2016
848,24000000,2.818802,102.0,2642983,11,14,1997
849,6400000,1.856101,140.0,18000000,6,21,2013
850,1,8.159556,87.0,8500000,2,5,1936
851,6000000,9.424157,121.0,48027970,9,1,2006
852,15000000,2.936443,90.0,2042530,1,26,1996
853,0,13.177741,108.0,152761,11,4,2016
854,0,6.853782,111.0,36611610,3,13,1986
855,2196531,0.947509,107.0,2411594,12,30,2005
856,0,1.199003,105.0,887029,9,6,2008
857,7000000,11.37237,109.0,10000000,10,17,2003
858,59000000,17.328902,81.0,383257136,3,10,2002
859,9750000,11.387338,99.0,558000,10,21,2008
860,13000000,5.53202,115.0,8038508,9,23,1988
861,24000000,4.197544,89.0,14782676,11,21,2001
862,17000000,12.01525,91.0,97542952,4,5,2013
863,0,0.007294,82.0,26488,5,13,2011
864,0,2.20137,87.0,2642899,9,12,2015
865,0,1.489895,111.0,634074,9,12,2005
866,50000000,5.91265,114.0,9448082,11,8,2006
867,151000,1.879162,91.0,8000000,5,24,1960
868,0,1.404434,109.0,135893,11,22,1991
869,88000000,6.363884,144.0,108539911,6,2,2005
870,31000000,15.672195,125.0,28000000,4,7,2006
871,4000000,6.737142,85.0,6101046,9,6,2007
872,0,6.065049,124.0,48720000,11,24,2009
873,0,1.689926,108.0,3106835,8,24,2007
874,50000000,6.752119,135.0,10382407,10,13,1995
875,15000000,16.018525,100.0,146497771,1,17,2013
876,36000000,7.926621,95.0,50159144,5,2,1997
877,0,3.043177,136.0,42160849,11,22,1985
878,50000000,9.995617,84.0,38502340,9,30,2011
879,0,8.207548,107.0,3572443,4,17,1998
880,13000000,11.29356,93.0,48065672,3,1,2013
881,7700000,6.914615,123.0,1072602,2,14,2011
882,200000000,17.285093,108.0,1025491110,3,3,2010
883,57000000,9.421301,95.0,149217355,12,10,2011
884,25000000,14.31675,117.0,77278331,1,26,2012
885,0,2.115609,85.0,18315000,12,26,2013
886,0,6.970037,104.0,49579269,7,19,1978
887,0,0.223633,100.0,306,12,24,2012
888,20000000,10.680121,128.0,54586584,11,26,2008
889,5000000,6.719949,95.0,368744044,2,22,2002
890,0,1.818561,94.0,13102295,1,18,2002
891,0,1.698895,105.0,8125592,3,24,1989
892,37000000,10.722672,110.0,37962774,8,1,1986
893,0,2.564695,89.0,386749,6,17,2011
894,25000000,6.570918,100.0,13000000,8,13,1999
895,50000000,6.824871,113.0,100020092,9,28,2001
896,0,3.507084,111.0,5438927,3,10,1978
897,12000000,14.21769,104.0,114194847,8,11,2006
898,20000000,8.157587,121.0,18432000,3,27,1985
899,0,5.787334,88.0,16627188,9,15,2006
900,12000000,1.323587,185.0,19000000,6,14,2007
901,20000000,11.112153,93.0,16863583,4,4,2012
902,0,1.568839,95.0,52164,3,19,2014
903,185000000,12.577266,122.0,786636033,5,21,2008
904,0,1.833948,113.0,14134877,3,16,1984
905,100000000,13.473381,90.0,202026112,12,21,2005
906,16000000,8.34322,96.0,92823546,7,21,1989
907,250000000,20.58258,165.0,1084939099,7,16,2012
908,31000000,14.004074,161.0,128499205,12,20,1985
909,9600000,6.133745,121.0,2541554,9,12,2015
910,0,6.770051,84.0,30668,9,13,2012
911,0,4.333617,89.0,2340,9,5,2013
912,3500000,1.333969,105.0,1492523,6,15,2016
913,25000000,11.829231,105.0,2054941,7,4,2013
914,50000000,7.66124,121.0,50068310,2,14,1997
915,9000000,8.475983,120.0,4600000,8,12,2016
916,0,7.916658,134.0,61700000,8,25,2012
917,6500000,8.344282,98.0,28451622,4,9,1999
918,0,1.679042,80.0,3662459,1,7,1994
919,940000,0.739665,138.0,5100000,4,17,2015
920,0,1.047417,96.0,3832228,8,14,1987
921,0,5.383766,97.0,2683519,11,13,1987
922,5000000,6.585405,96.0,11642254,10,12,1989
923,0,10.177977,78.0,35348597,4,7,1995
924,7000000,7.218957,127.0,191125,5,19,1991
925,0,1.926826,0.0,850259,11,15,2013
926,5000000,7.392294,91.0,75143,3,14,2014
927,40000000,7.473718,123.0,96618699,2,26,1999
928,195000000,11.606061,114.0,197687603,2,27,2013
929,0,5.093586,99.0,641,7,5,2013
930,5000000,9.841623,116.0,42365581,7,13,1981
931,28000000,10.445141,102.0,58795814,3,14,2003
932,143149,0.091951,94.0,645135,5,21,2015
933,57000000,11.626116,115.0,159055768,10,8,1993
934,163000000,10.958669,119.0,174822325,7,29,2011
935,40000000,49.247505,122.0,171539887,2,8,2017
936,0,6.816276,93.0,4215859,5,8,1987
937,0,0.569463,181.0,14000000,7,3,2015
938,0,1.54105,100.0,37884,3,22,2013
939,1500000,5.875708,90.0,1938,10,20,2012
940,558000,1.41344,89.0,2227000,12,26,1931
941,8000000,5.052049,112.0,18948425,4,28,2006
942,180000000,19.467404,97.0,758539785,5,28,2014
943,2000000,12.792394,85.0,4635300,4,10,2014
944,0,6.080108,75.0,28023563,7,6,2001
945,16000000,4.136356,120.0,11301649,6,6,2009
946,35000000,4.386145,114.0,43650785,2,8,2008
947,100000000,12.845045,103.0,278731369,12,8,2010
948,0,1.954153,89.0,124693,11,4,1994
949,44000000,11.924462,96.0,300400432,5,21,1985
950,13000000,1.884204,100.0,8475466,4,17,1986
951,40000000,5.996407,120.0,8251071,8,21,1992
952,25530000,4.557006,95.0,20080020,5,17,1996
953,0,0.985785,93.0,1000000,7,26,1967
954,17000000,7.812646,111.0,73244881,4,20,2012
955,0,12.945544,120.0,1982505,11,26,2015
956,13000000,5.138409,95.0,1832541,5,18,2012
957,0,5.416273,89.0,1301696,6,12,2015
958,2600000,3.501564,103.0,1479042,1,2,2004
959,50000000,10.246173,118.0,142851197,7,29,2011
960,0,11.492174,106.0,65088797,12,18,1987
961,0,9.221178,115.0,83027924,9,10,2015
962,250000000,19.083723,153.0,933959197,7,7,2009
963,19000000,9.262184,118.0,141407024,4,7,1995
964,11000000,8.888718,101.0,807535,7,12,2011
965,800000,11.322173,121.0,921548,9,8,1966
966,25000000,9.304901,93.0,36400360,2,13,1997
967,0,7.832484,119.0,30229977,4,23,2015
968,3000000,5.254847,106.0,15119639,9,29,1994
969,60000000,6.22229,91.0,163403799,6,11,2008
970,80000000,14.75562,103.0,274470394,8,3,2010
971,4200000,2.031919,146.0,10000000,5,23,2014
972,13000000,14.90169,112.0,318000141,7,18,2013
973,8500000,12.421754,138.0,70600000,4,4,1976
974,11000000,9.659244,106.0,78874843,8,21,2014
975,17000000,16.574021,96.0,33000000,7,9,1982
976,20000000,8.16645,88.0,39300000,9,17,2010
977,80000000,9.034884,126.0,39459427,11,2,2000
978,11000000,5.010563,0.0,12935800,10,27,2011
979,60000000,9.471838,148.0,66976317,10,18,1999
980,0,1.184009,99.0,2189047,11,6,1987
981,80000000,8.967638,113.0,91188905,7,23,1999
982,1000000,1.795849,94.0,1744858,2,1,2000
983,6700000,4.987123,96.0,12118661,3,3,2016
984,26000000,11.890138,115.0,61489265,8,9,1990
985,35000000,13.963892,118.0,46216641,1,23,2013
986,0,0.235518,95.0,58840,7,1,2011
987,19000000,2.727017,117.0,19738015,10,27,1989
988,0,10.841495,98.0,23570541,11,22,2012
989,31000000,14.505987,157.0,134095253,12,23,1992
990,20000000,4.15656,84.0,1675706,8,22,2003
991,0,7.594022,106.0,13885802,9,5,2003
992,0,2.165608,96.0,49667,1,19,2014
993,609000,7.122093,101.0,3202000,9,6,1935
994,22000000,9.763928,115.0,28744356,12,13,1984
995,0,7.122938,111.0,65595485,3,8,1991
996,6000000,4.664474,141.0,1530216,4,24,2004
997,15000000,9.285519,120.0,77000000,7,29,2016
998,1200000,23.508433,103.0,103911669,10,1,2004
999,60000000,6.504927,92.0,164433867,5,3,2003
1000,0,10.101183,115.0,17808,5,24,1973
1001,6788000,7.88101,103.0,13878334,4,19,1991
1002,10500000,8.253705,100.0,42070000,5,22,2014
1003,20000000,10.448481,106.0,21284514,5,20,1995
1004,0,5.185771,119.0,1841260,9,2,2004
1005,1000000,10.766409,104.0,4235151,9,19,2013
1006,73000000,8.884406,118.0,151493655,11,4,1999
1007,2000000,0.717595,90.0,30,2,25,2006
1008,0,0.007877,60.0,60,2,5,2011
1009,3000000,8.122042,86.0,19472057,8,1,1986
1010,25000000,11.338194,130.0,56505065,12,25,1993
1011,35000000,17.310647,125.0,140795793,7,17,2015
1012,0,9.385078,115.0,41410568,6,28,1985
1013,17000000,11.03595,112.0,115350426,9,28,2012
1014,12000000,5.914833,114.0,22750363,9,17,1993
1015,0,6.093938,105.0,957240,10,14,2011
1016,9200000,0.882864,157.0,21000000,10,31,2013
1017,40000000,12.589019,99.0,114830111,6,16,2006
1018,27000000,9.644085,109.0,29000000,8,13,2009
1019,30000000,12.727269,118.0,47042000,9,26,2012
1020,10000000,6.703892,92.0,6272403,10,14,2016
1021,0,1.081517,40.0,87600000,2,1,1995
1022,75000000,12.287636,114.0,108000000,9,27,1999
1023,0,2.162495,71.0,44057737,7,13,2012
1024,0,7.587797,100.0,19910002,5,13,1983
1025,4000000,10.714173,94.0,20045115,8,17,1979
1026,0,5.819403,91.0,4187,11,6,2013
1027,32000000,14.958098,111.0,27635305,11,25,2009
1028,0,4.119518,103.0,6472990,11,11,1983
1029,137731,1.78367,83.0,1778391,9,25,1997
1030,53000000,8.657365,116.0,157387195,5,12,1995
1031,1800000,5.550496,93.0,21107746,6,29,2012
1032,2000000,7.636625,90.0,11125849,6,25,2008
1033,5000000,7.66414,106.0,40266982,3,19,2004
1034,0,5.889414,92.0,29235353,4,25,1997
1035,0,6.99099,138.0,38901218,4,2,1968
1036,15000000,6.617708,115.0,30127963,8,22,2014
1037,280379,8.913793,90.0,364937,1,9,1966
1038,30000000,8.599342,92.0,35078241,12,3,2006
1039,135000000,13.047776,112.0,245623848,6,1,2016
1040,0,3.751532,98.0,45250,9,11,2012
1041,40000000,6.475665,130.0,5446000,12,21,2011
1042,56000000,7.81645,95.0,113006880,3,4,2005
1043,100000000,18.932203,131.0,347451894,11,19,2004
1044,0,0.654549,89.0,331000,5,6,1988
1045,2000000,3.462653,123.0,38135878,6,6,2008
1046,14000000,14.260779,119.0,320145693,9,11,1987
1047,0,11.067992,93.0,1519796,11,3,1989
1048,15000000,10.527141,111.0,76286096,4,28,2006
1049,5000000,8.466725,97.0,26888376,5,25,2006
1050,60000000,12.789812,130.0,218340595,12,20,2012
1051,68000000,10.466306,121.0,29762011,8,6,1999
1052,0,2.59282,103.0,17487531,10,19,1990
1053,50000000,4.909738,114.0,10541523,11,7,1997
1054,0,0.044048,85.0,928391,6,4,2004
1055,17000000,6.590093,98.0,14899417,6,5,2009
1056,0,3.554939,89.0,525,5,3,2012
1057,2500000,3.750365,90.0,107559,12,10,2008
1058,55000000,15.214342,94.0,187361754,6,17,2011
1059,0,13.311827,102.0,1108462,10,1,1988
1060,40000000,12.189038,130.0,191185897,6,29,1987
1061,23000000,11.076971,163.0,43984230,10,21,1987
1062,0,7.356831,93.0,8692426,2,8,1985
1063,1200000,0.584397,85.0,1404,6,16,2000
1064,180000000,18.13542,143.0,748806957,12,7,2005
1065,0,7.489306,109.0,199436,5,16,2009
1066,85000000,12.16276,122.0,311312624,6,7,2007
1067,12000000,7.594102,84.0,9584131,11,9,2004
1068,6500000,8.254209,114.0,51079064,12,3,1976
1069,0,0.619481,111.0,9518342,2,6,1987
1070,2900000,4.919716,113.0,5596708,1,16,1998
1071,20000000,6.496913,108.0,6819587,9,1,2007
1072,0,8.461631,113.0,42776760,7,12,2001
1073,4500000,6.874828,102.0,7390108,10,27,2000
1074,4500000,8.786269,95.0,123820,9,10,2010
1075,0,7.631049,109.0,10000000,4,23,2004
1076,800000,7.974726,91.0,1984662,1,9,2009
1077,0,6.437916,98.0,15000,1,18,2013
1078,20000000,3.782547,96.0,22471595,8,8,1980
1079,0,6.464826,95.0,14347000,9,10,2011
1080,7000000,6.868022,95.0,6860853,5,21,2014
1081,25000000,7.308162,83.0,80936232,12,21,2001
1082,15000000,13.183804,110.0,120207127,3,6,1987
1083,0,6.266831,119.0,985007,5,14,2014
1084,15000000,4.643981,88.0,52970014,2,8,2002
1085,0,0.273694,97.0,254190,10,22,2006
1086,0,0.676383,90.0,606694,8,13,1983
1087,0,0.192513,93.0,1221366,7,22,1988
1088,11000000,7.915368,95.0,72778712,9,22,2006
1089,0,5.759423,103.0,4367497,10,20,1995
1090,0,10.444048,120.0,28641776,5,29,2015
1091,15000000,14.14078,108.0,36869414,1,21,2015
1092,5000000,1.962873,90.0,1189612,2,28,2014
1093,0,0.190879,120.0,3082901,10,20,2010
1094,6000000,41.109264,175.0,245066411,3,14,1972
1095,85000000,14.043416,136.0,194168700,12,8,2006
1096,58000000,14.686036,130.0,352194034,11,16,1995
1097,10000000,5.13955,93.0,26330482,1,24,2000
1098,12000000,2.162781,90.0,80000000,4,2,2015
1099,38000000,8.898988,110.0,112343513,1,21,2016
1100,15000000,3.96986,96.0,40590000,1,27,1989
1101,0,0.481394,82.0,3370574,12,20,1991
1102,0,0.288203,90.0,119919,10,1,1987
1103,27000000,3.104943,124.0,14859394,10,29,1999
1104,30000000,7.645827,113.0,33013805,12,30,2002
